id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,latitude,longitude,categories_list,coordinates_list
SSDOkx5enfRH3nsniS_2jA,5ive-spice-brooklyn-3,5ive Spice,https://s3-media3.fl.yelpcdn.com/bphoto/5QcoRr5a7JvQsOCH3cLW0A/o.jpg,False,https://www.yelp.com/biz/5ive-spice-brooklyn-3?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,683,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 40.681442, 'longitude': -73.977241}","['pickup', 'delivery']","{'address1': '52 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['52 5th Ave', 'Brooklyn, NY 11217']}",+17188573483,(718) 857-3483,280.4193900947568,$$,40.681442,-73.977241,"['Vietnamese', 'Coffee & Tea', 'Tacos']","[40.681442, -73.977241]"
eIbKiQuExi12NcGeqMzQAw,babas-pierogies-brooklyn,Baba's Pierogies,https://s3-media1.fl.yelpcdn.com/bphoto/LpSQQDCxYapJWk065wJjCQ/o.jpg,False,https://www.yelp.com/biz/babas-pierogies-brooklyn?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,411,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'slovakian', 'title': 'Slovakian'}]",4.5,"{'latitude': 40.67687, 'longitude': -73.98633}","['pickup', 'delivery']","{'address1': '295 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['295 3rd Ave', 'Brooklyn, NY 11215']}",+17182220777,(718) 222-0777,689.2306024200245,$$,40.67687,-73.98633000000001,"['Modern European', 'Slovakian']","[40.67687, -73.98633]"
d_rQ-nVpY6Z5C722Q5wpog,defontes-brooklyn,Defontes,https://s3-media3.fl.yelpcdn.com/bphoto/Yt11r7xeLy1QGXhpUgf7Ng/o.jpg,False,https://www.yelp.com/biz/defontes-brooklyn?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,348,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.6789444357833, 'longitude': -74.0053691263199}",[],$$,"{'address1': '379 Columbia St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['379 Columbia St', 'Brooklyn, NY 11231']}",+17186258052,(718) 625-8052,328.2420686150037,40.67894443578329,-74.0053691263199,['Sandwiches'],"[40.6789444357833, -74.0053691263199]"
e64Y17DJgjotSz8B9gEI7Q,ugly-baby-brooklyn-3,Ugly Baby,https://s3-media4.fl.yelpcdn.com/bphoto/l8yQEU47KsIWXQpqU352Pg/o.jpg,False,https://www.yelp.com/biz/ugly-baby-brooklyn-3?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,349,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.67795, 'longitude': -73.9961}",[],$$,"{'address1': '407 Smith St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['407 Smith St', 'Brooklyn, NY 11231']}",+13476893075,(347) 689-3075,686.3713064118631,40.67795,-73.9961,"['Thai', 'Bars']","[40.67795, -73.9961]"
Q9F2ocrmYuGt1yn3M7MOBw,lucali-brooklyn-3,Lucali,https://s3-media3.fl.yelpcdn.com/bphoto/Yl_eZ_DW_iaumnU-pfSoaw/o.jpg,False,https://www.yelp.com/biz/lucali-brooklyn-3?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,1610,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.6818, 'longitude': -74.00024}",[],$$,"{'address1': '575 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['575 Henry St', 'Brooklyn, NY 11231']}",+17188584086,(718) 858-4086,5454.403858404666,40.6818,-74.00024,['Pizza'],"[40.6818, -74.00024]"
7OMGEtFWT6sdd9TVuoGqJQ,okonomi-brooklyn,Okonomi,https://s3-media3.fl.yelpcdn.com/bphoto/RMSBnhoB5aHc-3CUSwULgg/o.jpg,False,https://www.yelp.com/biz/okonomi-brooklyn?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,458,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.712622, 'longitude': -73.9487843}","['pickup', 'delivery']","{'address1': '150 Ainslie St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['150 Ainslie St', 'Brooklyn, NY 11211']}",+19292950480,(929) 295-0480,73.95145169042596,$$,40.712621999999996,-73.9487843,"['Japanese', 'Seafood']","[40.712622, -73.9487843]"
RfxOtJ4SQmEeVX_XjFLWUQ,otis-brooklyn-2,Otis,https://s3-media3.fl.yelpcdn.com/bphoto/aViDtyaJ5YRmsqC4ot5L2w/o.jpg,False,https://www.yelp.com/biz/otis-brooklyn-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,329,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 40.706011, 'longitude': -73.932598}","['pickup', 'delivery']","{'address1': '18 Harrison Pl', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['18 Harrison Pl', 'Brooklyn, NY 11206']}",+16468860601,(646) 886-0601,917.6890839767415,$$,40.706011,-73.932598,"['American (New)', 'Cocktail Bars']","[40.706011, -73.932598]"
X3ToKHjzofO8EzfiHYewWg,brooklyn-blend-brooklyn,Brooklyn Blend,https://s3-media3.fl.yelpcdn.com/bphoto/CoKqf_70jcdPE64psMVhqw/o.jpg,False,https://www.yelp.com/biz/brooklyn-blend-brooklyn?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,326,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.6923575699329, 'longitude': -73.9457686990499}","['delivery', 'pickup']","{'address1': '194 Tompkins Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['194 Tompkins Ave', 'Brooklyn, NY 11206']}",+17184842247,(718) 484-2247,1461.9015644471451,$$,40.6923575699329,-73.9457686990499,"['American (New)', 'Juice Bars & Smoothies', 'Coffee & Tea']","[40.6923575699329, -73.9457686990499]"
95a04LtXLX6gePhPEwff9A,amaranto-mexican-restaurant-brooklyn,Amaranto Mexican Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/CSybI_UnJnRDG93hLUo9HA/o.jpg,False,https://www.yelp.com/biz/amaranto-mexican-restaurant-brooklyn?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,353,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.703111, 'longitude': -73.921892}","['pickup', 'delivery']",$$,"{'address1': '887 Hart St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['887 Hart St', 'Brooklyn, NY 11237']}",+17185766001,(718) 576-6001,294.68852093764923,40.703111,-73.921892,['Mexican'],"[40.703111, -73.921892]"
ieOIBz6Gfqmwm1B0wUzh9g,mama-lee-bayside,Mama Lee,https://s3-media4.fl.yelpcdn.com/bphoto/-NyTkuop8cKkv-q_04aZXw/o.jpg,False,https://www.yelp.com/biz/mama-lee-bayside?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,495,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]",4.5,"{'latitude': 40.755368, 'longitude': -73.767415}",[],"{'address1': '213-12 48th Ave', 'address2': '', 'address3': '', 'city': 'Bayside', 'zip_code': '11364', 'country': 'US', 'state': 'NY', 'display_address': ['213-12 48th Ave', 'Bayside, NY 11364']}",+17187678680,(718) 767-8680,927.2128429350829,$$,40.755368,-73.767415,"['Chinese', 'Taiwanese']","[40.755368, -73.767415]"
cegA4jf16vEt7NCQ7cpu2w,kind-fresh-meadows,Kin'd,https://s3-media2.fl.yelpcdn.com/bphoto/3rnKMO-RGXBAVYXAgffmwQ/o.jpg,False,https://www.yelp.com/biz/kind-fresh-meadows?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,746,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.73031, 'longitude': -73.77814}","['pickup', 'delivery']",$$,"{'address1': '192-03 Union Tpke', 'address2': '', 'address3': None, 'city': 'Fresh Meadows', 'zip_code': '11366', 'country': 'US', 'state': 'NY', 'display_address': ['192-03 Union Tpke', 'Fresh Meadows, NY 11366']}",+17184680888,(718) 468-0888,4524.865136057923,40.730309999999996,-73.77814000000001,['Thai'],"[40.73031, -73.77814]"
ldRoVlDZmzWUtmJMtsyalQ,lima-33-restaurant-little-neck,Lima 33 Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/PBHanhSIj6BmLc8ccGOX7Q/o.jpg,False,https://www.yelp.com/biz/lima-33-restaurant-little-neck?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,412,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",4.5,"{'latitude': 40.7713706, 'longitude': -73.7346796}","['pickup', 'delivery']",$$,"{'address1': '254-04 Northern Blvd', 'address2': None, 'address3': '', 'city': 'Little Neck', 'zip_code': '11362', 'country': 'US', 'state': 'NY', 'display_address': ['254-04 Northern Blvd', 'Little Neck, NY 11362']}",+17182254949,(718) 225-4949,1797.3672583007497,40.7713706,-73.73467959999999,['Peruvian'],"[40.7713706, -73.7346796]"
741IMLpXPq755tDaEYXAtA,joes-steam-rice-roll-石磨腸粉王-flushing,Joe's Steam Rice Roll 石磨腸粉王,https://s3-media1.fl.yelpcdn.com/bphoto/az-Vgehjrb7pZWApNcdFDg/o.jpg,False,https://www.yelp.com/biz/joes-steam-rice-roll-%E7%9F%B3%E7%A3%A8%E8%85%B8%E7%B2%89%E7%8E%8B-flushing?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,644,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'food_court', 'title': 'Food Court'}]",4.5,"{'latitude': 40.76012, 'longitude': -73.82941}","['delivery', 'pickup']","{'address1': '136-21 Roosevelt Ave', 'address2': None, 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['136-21 Roosevelt Ave', 'Flushing, NY 11354']}",+16462037380,(646) 203-7380,765.726745285331,$,40.76012,-73.82941,"['Dim Sum', 'Cantonese', 'Food Court']","[40.76012, -73.82941]"
2D7orDrXzflLL1TRmWGPMw,utopia-bagels-whitestone-2,Utopia Bagels,https://s3-media4.fl.yelpcdn.com/bphoto/HdLKN-UjDNmBnE1GmscKAw/o.jpg,False,https://www.yelp.com/biz/utopia-bagels-whitestone-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,639,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.7798968356453, 'longitude': -73.7930051609874}","['delivery', 'pickup']",$,"{'address1': '1909 Utopia Pkwy', 'address2': '', 'address3': '', 'city': 'Whitestone', 'zip_code': '11357', 'country': 'US', 'state': 'NY', 'display_address': ['1909 Utopia Pkwy', 'Whitestone, NY 11357']}",+17183522586,(718) 352-2586,1925.8018198633993,40.779896835645296,-73.7930051609874,"['Bakeries', 'Bagels', 'Sandwiches']","[40.7798968356453, -73.7930051609874]"
4CAJ-JvgbzBdoWq1CXtCFw,umi-sushi-fresh-meadows,Umi Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/aUt-ng_iKCUvongCMWA5MQ/o.jpg,False,https://www.yelp.com/biz/umi-sushi-fresh-meadows?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,653,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 40.7261983305216, 'longitude': -73.790670633316}","['delivery', 'pickup']",$$,"{'address1': '177-13 Union Tpke', 'address2': '', 'address3': '', 'city': 'Fresh Meadows', 'zip_code': '11366', 'country': 'US', 'state': 'NY', 'display_address': ['177-13 Union Tpke', 'Fresh Meadows, NY 11366']}",+17189695668,(718) 969-5668,609.5785575417005,40.726198330521605,-73.790670633316,"['Japanese', 'Sushi Bars']","[40.7261983305216, -73.790670633316]"
uazg6WhYVOw3jhWCG_MDBg,sup-thai-kitchen-fresh-meadows,Sup Thai Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/ouTt4JK93LOG0P7fSG1r7g/o.jpg,False,https://www.yelp.com/biz/sup-thai-kitchen-fresh-meadows?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,363,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 40.7266838, 'longitude': -73.7894371}","['delivery', 'pickup']",$$,"{'address1': '178-19 Union Tpke', 'address2': None, 'address3': '', 'city': 'Fresh Meadows', 'zip_code': '11366', 'country': 'US', 'state': 'NY', 'display_address': ['178-19 Union Tpke', 'Fresh Meadows, NY 11366']}",+17184874449,(718) 487-4449,482.3285218700923,40.726683799999996,-73.78943709999999,"['Thai', 'Seafood', 'Noodles']","[40.7266838, -73.7894371]"
elvL_HW9jfLLDVhwoIx_Ww,veggie-castle-ii-south-richmond-hill,Veggie Castle II,https://s3-media2.fl.yelpcdn.com/bphoto/wQ2mCbpUbtMlvnVX9F-euA/o.jpg,False,https://www.yelp.com/biz/veggie-castle-ii-south-richmond-hill?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,422,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,"{'latitude': 40.6908513035417, 'longitude': -73.8138093799353}",[],"{'address1': '13209 Liberty Ave', 'address2': '', 'address3': '', 'city': 'South Richmond Hill', 'zip_code': '11419', 'country': 'US', 'state': 'NY', 'display_address': ['13209 Liberty Ave', 'South Richmond Hill, NY 11419']}",+17186418342,(718) 641-8342,2395.1408377605835,$$,40.690851303541706,-73.8138093799353,"['Juice Bars & Smoothies', 'Vegan', 'Salad']","[40.6908513035417, -73.8138093799353]"
-kVueEw_fyO1Q2Gkmj6Few,taqueria-santa-fe-woodside-2,Taqueria Santa Fe,https://s3-media3.fl.yelpcdn.com/bphoto/HSeOqcDKWMekhMeLYxrqLQ/o.jpg,False,https://www.yelp.com/biz/taqueria-santa-fe-woodside-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,377,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.740766, 'longitude': -73.917876}","['delivery', 'pickup']","{'address1': '4708 47th Ave', 'address2': None, 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['4708 47th Ave', 'Woodside, NY 11377']}",+17182699946,(718) 269-9946,1621.9672646035733,$,40.740766,-73.917876,['Mexican'],"[40.740766, -73.917876]"
